"Symbol","ISIN","Company","First Listing Date","Face Value","Paid Up Value","Market Lot","Industry"
"KIRIINDUS","INE415I01015","Kiri Industries Limited","22-Apr-2008","10","10","1","-"
"TWL","INE615H01020","Titagarh Wagons Limited","21-Apr-2008","2","2","1","-"
"DPSCLTD","INE360C01024","DPSC Limited","21-Apr-2008","1","1","1","-"
"EIHAHOTELS","INE276C01014","EIH Associated Hotels Limited","08-Apr-2008","10","10","1","-"
"NESCO","INE317F01035","Nesco Limited","08-Apr-2008","2","2","1","-"
"SITASHREE","INE686I01011","Sita Shree Food Products Limited","07-Apr-2008","10","10","1","-"
"GAMMNINFRA","INE181G01025","Gammon Infrastructure Projects Limited","03-Apr-2008","2","2","1","-"
"IBVENTURES","INE274G01010","Indiabulls Ventures Limited","02-Apr-2008","2","2","1","-"
"BALLARPUR","INE294A01037","Ballarpur Industries Limited","31-Mar-2008","2","2","1","-"
"VGUARD","INE951I01027","V-Guard Industries Limited","13-Mar-2008","1","1","1","-"
"RECLTD","INE020B01018","Rural Electrification Corporation Limited","12-Mar-2008","10","10","1","-"
"NAHARCAP","INE049I01012","Nahar Capital and Financial Services Limited","11-Mar-2008","5","5","1","-"
"GSS","INE871H01011","GSS Infotech Limited","07-Mar-2008","10","10","1","-"
"NMDC","INE584A01023","NMDC Limited","03-Mar-2008","1","1","1","-"
"RAIN","INE855B01025","Rain Industries Limited","03-Mar-2008","2","2","1","-"
"SHALPAINTS","INE849C01026","Shalimar Paints Limited","03-Mar-2008","2","2","1","-"
"IRB","INE821I01014","IRB Infrastructure Developers Limited","25-Feb-2008","10","10","1","-"
"TULSI","INE474I01012","Tulsi Extrusions Limited","25-Feb-2008","10","10","1","-"
"BANG","INE863I01016","Bang Overseas Limited","20-Feb-2008","10","10","1","-"
"SHRIRAMEPC","INE964H01014","Shriram EPC Limited","20-Feb-2008","10","10","1","-"
"HERCULES","INE688E01024","Hercules Hoists Limited","19-Feb-2008","1","1","1","-"
"TANTIACONS","INE388G01018","Tantia Constructions Limited","19-Feb-2008","10","10","1","-"
"ONMOBILE","INE809I01019","OnMobile Global Limited","19-Feb-2008","10","10","1","-"
"SUJANAUNI","INE216G01011","Sujana Universal Industries Limited","19-Feb-2008","10","10","1","-"
"KNRCON","INE634I01029","KNR Constructions Limited","18-Feb-2008","2","2","1","-"
"CORDSCABLE","INE792I01017","Cords Cable Industries Limited","13-Feb-2008","10","10","1","-"
"JKIL","INE576I01022","J.Kumar Infraprojects Limited","12-Feb-2008","5","5","1","-"
"RPOWER","INE614G01033","Reliance Power Limited","11-Feb-2008","10","10","1","-"
"BIRLAMONEY","INE865C01022","Aditya Birla Money Limited","07-Feb-2008","1","1","1","-"
"CEATLTD","INE482A01020","CEAT Limited","01-Feb-2008","10","10","1","-"
"CAPF","INE688I01017","Capital First Limited","01-Feb-2008","10","10","1","-"
"AMBIKCO","INE540G01014","Ambika Cotton Mills Limited","29-Jan-2008","10","10","1","-"
"KAVVERITEL","INE641C01019","Kavveri Telecom Products Limited","29-Jan-2008","10","10","1","-"
"DPL","INE477B01010","Dhunseri Petrochem Limited","11-Jan-2008","10","10","1","-"
"PPAP","INE095I01015","PPAP Automotive Limited","11-Jan-2008","10","10","1","-"
"PATINTLOG","INE529D01014","Patel Integrated Logistics Limited","11-Jan-2008","10","10","1","-"
"ARIES","INE298I01015","Aries Agro Limited","11-Jan-2008","10","10","1","-"
"MANAKSIA","INE015D01022","Manaksia Limited","08-Jan-2008","2","2","1","-"
"BGRENERGY","INE661I01014","BGR Energy Systems Limited","03-Jan-2008","10","10","1","-"
"BURNPUR","INE817H01014","Burnpur Cement Limited","03-Jan-2008","10","10","1","-"
"ECLERX","INE738I01010","eClerx Services Limited","31-Dec-2007","10","10","1","-"
"BRIGADE","INE791I01019","Brigade Enterprises Limited","31-Dec-2007","10","10","1","-"
"TRIL","INE763I01026","Transformers And Rectifiers (India) Limited","28-Dec-2007","1","1","1","-"
"MADHAV","INE925C01016","Madhav Marbles and Granites Limited","20-Dec-2007","10","10","1","-"
"HITECHCORP","INE120D01012","Hitech Corporation Limited","20-Dec-2007","10","10","1","-"
"KALYANIFRG","INE314G01014","Kalyani Forge Limited","20-Dec-2007","10","10","1","-"
"JYOTHYLAB","INE668F01031","Jyothy Laboratories Limited","19-Dec-2007","1","1","1","-"
"COLPAL","INE259A01022","Colgate Palmolive (India) Limited","17-Dec-2007","1","1","1","-"
"KAUSHALYA","INE234I01010","Kaushalya Infrastructure Development Corporation Limited","14-Dec-2007","10","10","1","-"
"KOLTEPATIL","INE094I01018","Kolte - Patil Developers Limited","13-Dec-2007","10","10","1","-"
"RJL","INE722H01016","Renaissance Jewellery Limited","12-Dec-2007","10","10","1","-"
"EDELWEISS","INE532F01054","Edelweiss Financial Services Limited","12-Dec-2007","1","1","1","-"
"ADANIPORTS","INE742F01042","Adani Ports and Special Economic Zone Limited","27-Nov-2007","2","2","1","-"
"ALKYLAMINE","INE150B01021","Alkyl Amines Chemicals Limited","26-Nov-2007","5","5","1","-"
"EDL","INE180G01019","Empee Distilleries Limited","26-Nov-2007","10","10","1","-"
"RMCL","INE172H01014","Radha Madhav Corporation Limited","26-Nov-2007","10","10","1","-"
"JMCPROJECT","INE890A01016","JMC Projects (India)  Limited","26-Nov-2007","10","10","1","-"
"BVCL","INE139I01011","Barak Valley Cements Limited","23-Nov-2007","10","10","1","-"
"RELIGARE","INE621H01010","Religare Enterprises Limited","21-Nov-2007","10","10","1","-"
"SABTN","INE416A01036","Sri Adhikari Brothers Television Network Limited","16-Nov-2007","10","10","1","-"
"DELTACORP","INE124G01033","Delta Corp Limited","02-Nov-2007","1","1","1","-"
"BAJAJELEC","INE193E01025","Bajaj Electricals Limited","02-Nov-2007","2","2","1","-"
"ENERGYDEV","INE306C01019","Energy Development Company Limited","02-Nov-2007","10","10","1","-"
"CERA","INE739E01017","Cera Sanitaryware Limited","02-Nov-2007","5","5","1","-"
"IL&FSENGG","INE369I01014","IL&FS Engineering and Construction Company Limited","25-Oct-2007","10","10","1","-"
"MAANALU","INE215I01019","Maan Aluminium Limited","22-Oct-2007","10","10","1","-"
"MANGCHEFER","INE558B01017","Mangalore Chemicals & Fertilizers Limited","22-Oct-2007","10","10","1","-"
"SUPREMEINF","INE550H01011","Supreme Infrastructure India Limited","18-Oct-2007","10","10","1","-"
"CCCL","INE429I01024","Consolidated Construction Consortium Limited","15-Oct-2007","2","2","1","-"
"CENTUM","INE320B01020","Centum Electronics Limited","05-Oct-2007","10","10","1","-"
"POWERGRID","INE752E01010","Power Grid Corporation of India Limited","05-Oct-2007","10","10","1","-"
"KSCL","INE455I01029","Kaveri Seed Company Limited","04-Oct-2007","2","2","1","-"
"ECEIND","INE588B01014","ECE Industries Limited","24-Sep-2007","10","10","1","-"
"MAGNUM","INE387I01016","Magnum Ventures Limited","20-Sep-2007","10","10","1","-"
"NAGREEKCAP","INE245I01016","Nagreeka Capital & Infrastructure Limited","18-Sep-2007","5","5","1","-"
"INDOWIND","INE227G01018","Indowind Energy Limited","14-Sep-2007","10","10","1","-"
"MOTILALOFS","INE338I01027","Motilal Oswal Financial Services Limited","11-Sep-2007","1","1","1","-"
"MAHINDCIE","INE536H01010","Mahindra CIE Automotive Limited","30-Aug-2007","10","10","1","-"
"PURVA","INE323I01011","Puravankara Limited","30-Aug-2007","5","5","1","-"
"ISMTLTD","INE732F01019","ISMT Limited","28-Aug-2007","5","5","1","-"
"SRIPIPES","INE943C01027","Srikalahasthi Pipes Limited","28-Aug-2007","10","10","1","-"
"KPRMILL","INE930H01023","K.P.R. Mill Limited","28-Aug-2007","5","5","1","-"
"TAKE","INE142I01023","Take Solutions Limited","27-Aug-2007","1","1","1","-"
"ASIANTILES","INE022I01019","Asian Granito India Limited","23-Aug-2007","10","10","1","-"
"CENTRALBK","INE483A01010","Central Bank of India","21-Aug-2007","10","10","1","-"
"SELMCL","INE105I01012","SEL Manufacturing Company Limited","21-Aug-2007","10","10","1","-"
"VICEROY","INE048C01017","Viceroy Hotels Limited","21-Aug-2007","10","10","1","-"
"ELECTHERM","INE822G01016","Electrotherm (India) Limited","20-Aug-2007","10","10","1","-"
"ZYLOG","INE225I01026","Zylog Systems Limited","17-Aug-2007","5","5","1","-"
"OMAXE","INE800H01010","Omaxe Limited","09-Aug-2007","10","10","1","-"
"ALPA","INE385I01010","Alpa Laboratories Limited","06-Aug-2007","10","10","1","-"
"VIPCLOTHNG","INE450G01024","VIP Clothing Limited","06-Aug-2007","2","2","1","-"
"SIMPLEX","INE898F01018","Simplex Projects Limited","03-Aug-2007","10","10","1","-"
"DECCANCE","INE583C01021","Deccan Cements Limited","02-Aug-2007","5","5","1","-"
"WSI","INE100D01014","W S Industries (I) Limited","01-Aug-2007","10","10","1","-"
"ALCHEM","INE964B01033","Alchemist Limited","31-Jul-2007","10","10","1","-"
"ADSL","INE102I01027","Allied Digital Services Limited","25-Jul-2007","5","5","1","-"
"HDIL","INE191I01012","Housing Development and Infrastructure Limited","24-Jul-2007","10","10","1","-"
"MEGASOFT","INE933B01012","Megasoft Limited","19-Jul-2007","10","10","1","-"
"SPARC","INE232I01014","Sun Pharma Advanced Research Company Limited","18-Jul-2007","1","1","1","-"
"CELESTIAL","INE221I01017","Celestial Biolabs Limited","17-Jul-2007","10","10","1","-"
"TARMAT","INE924H01018","Tarmat Limited","09-Jul-2007","10","10","1","-"
"RAMSARUP","INE005D01015","Ramsarup Industries Limited","09-Jul-2007","10","10","1","-"
"DLF","INE271C01023","DLF Limited","05-Jul-2007","2","2","1","-"
"V2RETAIL","INE945H01013","V2 Retail Limited","04-Jul-2007","10","10","1","-"
"MEGH","INE974H01013","Meghmani Organics Limited","28-Jun-2007","1","1","1","-"
"NELCAST","INE189I01024","Nelcast Limited","27-Jun-2007","2","2","1","-"
"ADVANIHOTR","INE199C01026","Advani Hotels & Resorts (India) Limited","25-Jun-2007","2","2","1","-"
"HGS","INE170I01016","Hinduja Global Solutions Limited","19-Jun-2007","10","10","1","-"
"NAGREEKEXP","INE123B01028","Nagreeka Exports Limited","18-Jun-2007","5","5","1","-"
"TIMETECHNO","INE508G01029","Time Technoplast Limited","13-Jun-2007","1","1","1","-"
"GOACARBON","INE426D01013","Goa Carbon Limited","05-Jun-2007","10","10","1","-"
"NITINFIRE","INE489H01020","Nitin Fire Protection Industries Limited","05-Jun-2007","2","2","1","-"
"GUJAPOLLO","INE826C01016","Gujarat Apollo Industries Limited","04-Jun-2007","10","10","1","-"
"NAVINFLUOR","INE048G01026","Navin Fluorine International Limited","01-Jun-2007","2","2","1","-"
"KMSUGAR","INE157H01023","K.M.Sugar Mills Limited","31-May-2007","2","2","1","-"
"MIC","INE287C01029","MIC Electronics Limited","30-May-2007","2","2","1","-"
"MCDHOLDING","INE836H01014","McDowell Holdings Limited","30-May-2007","10","10","1","-"
"INSECTICID","INE070I01018","Insecticides (India) Limited","30-May-2007","10","10","1","-"
"HILTON","INE788H01017","Hilton Metal Forging Limited","24-May-2007","10","10","1","-"
"SGFL","INE883G01018","Shree Ganesh Forgings Limited","22-May-2007","10","10","1","-"
"TGBHOTELS","INE797H01018","TGB Banquets And Hotels Limited","17-May-2007","10","10","1","-"
"WEBELSOLAR","INE855C01015","Websol Energy System Limited","15-May-2007","10","10","1","-"
"ALPHAGEO","INE137C01018","Alphageo (India) Limited","11-May-2007","10","10","1","-"
"FORTIS","INE061F01013","Fortis Healthcare Limited","09-May-2007","10","10","1","-"
"SRHHYPOLTD","INE917H01012","Sree Rayalaseema Hi-Strength Hypo Limited","08-May-2007","10","10","1","-"
"BFUTILITIE","INE243D01012","BF Utilities Limited","03-May-2007","5","5","1","-"
"KGL","INE299C01024","Karuturi Global Limited","03-May-2007","1","1","1","-"
"GLOBOFFS","INE446C01013","Global Offshore Services Limited","03-May-2007","10","10","1","-"
"ZENITHBIR","INE318D01020","Zenith Birla (India) Limited","30-Apr-2007","10","10","1","-"
"AROGRANITE","INE210C01013","Aro Granite Industries Limited","24-Apr-2007","10","10","1","-"
"HINDUJAVEN","INE353A01023","Hinduja Ventures Limited","24-Apr-2007","10","10","1","-"
"PHOENIXLTD","INE211B01039","The Phoenix Mills Limited","23-Apr-2007","2","2","1","-"
"DISHTV","INE836F01026","Dish TV India Limited","18-Apr-2007","1","1","1","-"
"ICRA","INE725G01011","ICRA Limited","13-Apr-2007","10","10","1","-"
"BANSWRAS","INE629D01012","Banswara Syntex Limited","11-Apr-2007","10","10","1","-"
"BALAMINES","INE050E01027","Balaji Amines Limited","05-Apr-2007","2","2","1","-"
"GARWALLROP","INE276A01018","Garware  Wall Ropes Limited","03-Apr-2007","10","10","1","-"
"NCLIND","INE732C01016","NCL Industries Limited","03-Apr-2007","10","10","1","-"
"JMTAUTOLTD","INE988E01036","JMT Auto Limited","02-Apr-2007","1","1","1","-"
"THEMISMED","INE083B01016","Themis Medicare Limited","02-Apr-2007","10","10","1","-"
"IBREALEST","INE069I01010","Indiabulls Real Estate Limited","23-Mar-2007","2","2","1","-"
"NAHARSPING","INE290A01027","Nahar Spinning Mills Limited","23-Mar-2007","5","5","1","-"
"NAHARPOLY","INE308A01027","Nahar Poly Films Limited","23-Mar-2007","5","5","1","-"
"ASTRAL","INE006I01046","Astral Poly Technik Limited","20-Mar-2007","1","1","1","-"
"JKTYRE","INE573A01042","JK Tyre & Industries Limited","19-Mar-2007","2","2","1","-"
"AMDIND","INE005I01014","AMD Industries Limited","19-Mar-2007","10","10","1","-"
"PAGEIND","INE761H01022","Page Industries Limited","16-Mar-2007","10","10","1","-"
"RAJTV","INE952H01027","Raj Television Network Limited","16-Mar-2007","5","5","1","-"
"LAOPALA","INE059D01020","La Opala RG Limited","16-Mar-2007","2","2","1","-"
"SUPREMETEX","INE651G01027","Supreme Tex Mart Limited","14-Mar-2007","5","5","1","-"
"ELAND","INE311H01018","E-Land Apparel Limited","09-Mar-2007","10","10","1","-"
"IDEA","INE669E01016","Idea Cellular Limited","09-Mar-2007","10","10","1","-"
"EUROCERA","INE649H01011","Euro Ceramics Limited","09-Mar-2007","10","10","1","-"
"PUNJABCHEM","INE277B01014","Punjab Chemicals & Crop Protection Limited","08-Mar-2007","10","10","1","-"
"UNIPLY","INE950G01015","Uniply Industries Limited","08-Mar-2007","10","10","1","-"
"MINDTREE","INE018I01017","MindTree Limited","07-Mar-2007","10","10","1","-"
"ORIENTALTL","INE998H01012","Oriental Trimex Limited","07-Mar-2007","10","10","1","-"
"HSCL","INE019C01026","Himadri Speciality Chemical Limited","02-Mar-2007","1","1","1","-"
"GANESHHOUC","INE460C01014","Ganesh Housing Corporation Limited","02-Mar-2007","10","10","1","-"
"INDIANB","INE562A01011","Indian Bank","01-Mar-2007","10","10","1","-"
"SMSPHARMA","INE812G01025","SMS Pharmaceuticals Limited","28-Feb-2007","1","1","1","-"
"CANDC","INE874H01015","C & C Constructions Limited","26-Feb-2007","10","10","1","-"
"TFL","INE804H01012","Transwarranty Finance Limited","26-Feb-2007","10","10","1","-"
"PFC","INE134E01011","Power Finance Corporation Limited","23-Feb-2007","10","10","1","-"
"FSL","INE684F01012","Firstsource Solutions Limited","22-Feb-2007","10","10","1","-"
"TTL","INE592B01016","T T Limited","22-Feb-2007","10","10","1","-"
"REDINGTON","INE891D01026","Redington (India) Limited","15-Feb-2007","2","2","1","-"
"PGIL","INE940H01014","Pearl Global Industries Limited","15-Feb-2007","10","10","1","-"
"ORIENTBELL","INE607D01018","Orient Bell Limited","14-Feb-2007","10","10","1","-"
"AICHAMP","INE768E01024","AI Champdany Industries Limited","14-Feb-2007","5","5","1","-"
"TVSSRICHAK","INE421C01016","TVS Srichakra Limited","13-Feb-2007","10","10","1","-"
"TIIL","INE545H01011","Technocraft Industries (India) Limited","12-Feb-2007","10","10","1","-"
"ANGIND","INE017D01010","ANG Industries Limited","12-Feb-2007","10","10","1","-"
"POCHIRAJU","INE332G01032","Pochiraju Industries Limited","09-Feb-2007","10","10","1","-"
"TV18BRDCST","INE886H01027","TV18 Broadcast Limited","08-Feb-2007","2","2","1","-"
"HUBTOWN","INE703H01016","Hubtown Limited","07-Feb-2007","10","10","1","-"
"CTE","INE627H01017","Cambridge Technology Enterprises Limited","07-Feb-2007","10","10","1","-"
"LAKSHMIEFL","INE992B01026","Lakshmi Energy and Foods Limited","06-Feb-2007","2","2","1","-"
"TIMKEN","INE325A01013","Timken India Limited","06-Feb-2007","10","10","1","-"
"IZMO","INE848A01014","IZMO Limited","05-Feb-2007","10","10","1","-"
"MINDAIND","INE405E01023","Minda Industries Limited","02-Feb-2007","2","2","1","-"
"PITTILAM","INE450D01021","Pitti Laminations Limited","02-Feb-2007","5","5","1","-"
"NETWORK18","INE870H01013","Network18 Media & Investments Limited","02-Feb-2007","5","5","1","-"
"GANDHITUBE","INE524B01027","Gandhi Special Tubes Limited","31-Jan-2007","5","5","1","-"
"AUTOIND","INE718H01014","Autoline Industries Limited","31-Jan-2007","10","10","1","-"
"SIYSIL","INE076B01028","Siyaram Silk Mills Limited","29-Jan-2007","2","2","1","-"
"PTL","INE034D01031","PTL Enterprises Limited","29-Jan-2007","2","2","1","-"
"WANBURY","INE107F01022","Wanbury Limited","29-Jan-2007","10","10","1","-"
"IGPL","INE204A01010","IG Petrochemicals Limited","29-Jan-2007","10","10","1","-"
"SAGCEM","INE229C01013","Sagar Cements Limited","29-Jan-2007","10","10","1","-"
"BILPOWER","INE952D01018","Bilpower  Limited","29-Jan-2007","10","10","1","-"
"SANGHVIMOV","INE989A01024","Sanghvi Movers Limited","24-Jan-2007","2","2","1","-"
"SARLAPOLY","INE453D01025","Sarla Performance Fibers Limited","19-Jan-2007","1","1","1","-"
"GEMINI","INE878C01033","Gemini Communication Limited","18-Jan-2007","1","1","1","-"
"LUMAXTECH","INE872H01019","Lumax Auto Technologies Limited","16-Jan-2007","10","10","1","-"
"TIDEWATER","INE484C01022","Tide Water Oil Company (India) Limited","16-Jan-2007","5","5","1","-"
"SITINET","INE965H01011","Siti Networks Limited","10-Jan-2007","1","1","1","-"
"ZEEMEDIA","INE966H01019","Zee Media Corporation Limited","10-Jan-2007","1","1","1","-"
"AVTNPL","INE488D01021","AVT Natural Products Limited","10-Jan-2007","1","1","1","-"
"TANLA","INE483C01032","Tanla Solutions Limited","05-Jan-2007","1","1","1","-"
"RAJRAYON","INE533D01024","Raj Rayon Industries Limited","04-Jan-2007","1","1","1","-"
"HBLPOWER","INE292B01021","HBL Power Systems Limited","04-Jan-2007","1","1","1","-"
"PARACABLES","INE074B01023","Paramount Communications Limited","03-Jan-2007","2","2","1","-"
"PANORAMUNI","INE194B01029","Panoramic Universal Limited","03-Jan-2007","5","5","1","-"
"KESARENT","INE133B01019","Kesar Enterprises Limited","02-Jan-2007","10","10","1","-"
"PRAENG","INE505C01016","Prajay Engineers Syndicate Limited","02-Jan-2007","10","10","1","-"
"SURANAIND","INE659D01019","Surana Industries Limited","28-Dec-2006","10","10","1","-"
"PLASTIBLEN","INE083C01022","Plastiblends India Limited","28-Dec-2006","5","5","1","-"
"NFL","INE870D01012","National Fertilizers Limited","28-Dec-2006","10","10","1","-"
"XLENERGY","INE183H01011","XL Energy Limited","28-Dec-2006","10","10","1","-"
"ESSDEE","INE825H01017","Ess Dee Aluminium Limited","28-Dec-2006","10","10","1","-"
"SATHAISPAT","INE176C01016","Sathavahana Ispat Limited","27-Dec-2006","10","10","1","-"
"CREST","INE559D01011","Crest Ventures Limited","27-Dec-2006","10","10","1","-"
"HIRECT","INE835D01023","Hind Rectifiers Limited","26-Dec-2006","2","2","1","-"
"ARIHANT","INE413D01011","Arihant Foundations & Housing Limited","26-Dec-2006","10","10","1","-"
"BANCOINDIA","INE213C01025","Banco Products (I) Limited","22-Dec-2006","2","2","1","-"
"JINDRILL","INE742C01031","Jindal Drilling And Industries Limited","22-Dec-2006","5","5","1","-"
"SOBHA","INE671H01015","Sobha Limited","20-Dec-2006","10","10","1","-"
"DONEAR","INE668D01028","Donear Industries Limited","20-Dec-2006","2","2","1","-"
"VENUSREM","INE411B01019","Venus Remedies Limited","20-Dec-2006","10","10","1","-"
"MMFL","INE227C01017","MM Forgings Limited","20-Dec-2006","10","10","1","-"
"RUCHIRA","INE803H01014","Ruchira Papers Limited","20-Dec-2006","10","10","1","-"
"SPENTEX","INE376C01020","Spentex Industries Limited","20-Dec-2006","10","10","1","-"
"DAAWAT","INE818H01020","LT Foods Limited","18-Dec-2006","1","1","1","-"
"SUTLEJTEX","INE645H01027","Sutlej Textiles and Industries Limited","14-Dec-2006","1","1","1","-"
"MANALIPETC","INE201A01024","Manali Petrochemicals Limited","06-Dec-2006","5","5","1","-"
"PARSVNATH","INE561H01026","Parsvnath Developers Limited","30-Nov-2006","5","5","1","-"
"TORNTPOWER","INE813H01021","Torrent Power Limited","28-Nov-2006","10","10","1","-"
"GESHIP","INE017A01032","The Great Eastern Shipping Company Limited","27-Nov-2006","10","10","1","-"
"LITL","INE785C01048","Lanco Infratech Limited","27-Nov-2006","1","1","1","-"
"SHIVAMAUTO","INE637H01024","Shivam Autotech Limited","21-Nov-2006","2","2","1","-"
"BBL","INE464A01028","Bharat Bijlee Limited","21-Nov-2006","10","10","1","-"
"AARVEEDEN","INE273D01019","Aarvee Denims & Exports Limited","21-Nov-2006","10","10","1","-"
"NAUKRI","INE663F01024","Info Edge (India) Limited","21-Nov-2006","10","10","1","-"
"HINDZINC","INE267A01025","Hindustan Zinc Limited","21-Nov-2006","2","2","1","-"
"GTLINFRA","INE221H01019","GTL Infrastructure Limited","09-Nov-2006","10","10","1","-"
"SHYAMTEL","INE635A01023","Shyam Telecom Limited","06-Nov-2006","10","10","1","-"
"AFL","INE020G01017","Accel Frontline Limited","30-Oct-2006","10","10","1","-"
"GLOBALVECT","INE792H01019","Global Vectra Helicorp Limited","27-Oct-2006","10","10","1","-"
"DCBBANK","INE503A01015","DCB Bank Limited","27-Oct-2006","10","10","1","-"
"JHS","INE544H01014","JHS Svendgaard Laboratories Limited","21-Oct-2006","10","10","1","-"
"HANUNG","INE648H01013","Hanung Toys and Textiles Limited","20-Oct-2006","10","10","1","-"
"FIEMIND","INE737H01014","Fiem Industries Limited","19-Oct-2006","10","10","1","-"
"JMFINANCIL","INE780C01023","JM Financial Limited","10-Oct-2006","1","1","1","-"
"GATI","INE152B01027","GATI Limited","10-Oct-2006","2","2","1","-"
"MBECL","INE748A01016","Mcnally Bharat Engineering Company Limited","06-Oct-2006","10","10","1","-"
"DOLPHINOFF","INE920A01011","Dolphin Offshore Enterprises (India) Limited","06-Oct-2006","10","10","1","-"
"ANSALHSG","INE880B01015","Ansal Housing and Construction Limited","06-Oct-2006","10","10","1","-"
"KSERASERA","INE216D01026","KSS Limited","05-Oct-2006","1","1","1","-"
"MADHUCON","INE378D01032","Madhucon Projects Limited","05-Oct-2006","1","1","1","-"
"GEECEE","INE916G01016","GeeCee Ventures Limited","04-Oct-2006","10","10","1","-"
"TALBROAUTO","INE187D01011","Talbros Automotive Components Limited","29-Sep-2006","10","10","1","-"
"ELECON","INE205B01023","Elecon Engineering Company Limited","29-Sep-2006","2","2","1","-"
"ALICON","INE062D01024","Alicon Castalloy Limited","29-Sep-2006","5","5","1","-"
"ASSAMCO","INE442A01024","Assam Company India Limited","29-Sep-2006","1","1","1","-"
"ICSA","INE306B01029","ICSA (India) Limited","28-Sep-2006","2","2","1","-"
"ANANTRAJ","INE242C01024","Anant Raj Limited","27-Sep-2006","2","2","1","-"
"HOVS","INE596H01014","HOV Services Limited","27-Sep-2006","10","10","1","-"
"BINANIIND","INE071A01013","Binani Industries Limited","27-Sep-2006","10","10","1","-"
"SELAN","INE818A01017","Selan Exploration Technology Limited","26-Sep-2006","10","10","1","-"
"LAKPRE","INE651C01018","Lakshmi Precision Screws Limited","26-Sep-2006","10","10","1","-"
"ACE","INE731H01025","Action Construction Equipment Limited","26-Sep-2006","2","2","1","-"
"ATLANTA","INE285H01022","Atlanta  Limited","25-Sep-2006","2","2","1","-"
"RAMANEWS","INE278B01020","Shree Rama Newsprint Limited","20-Sep-2006","10","10","1","-"
"VOLTAMP","INE540H01012","Voltamp Transformers Limited","20-Sep-2006","10","10","1","-"
"DYNAMATECH","INE221B01012","Dynamatic Technologies Limited","14-Sep-2006","10","10","1","-"
"MANUGRAPH","INE867A01022","Manugraph India Limited","14-Sep-2006","2","2","1","-"
"GRINDWELL","INE536A01023","Grindwell Norton Limited","11-Sep-2006","5","5","1","-"
"TECHM","INE669C01036","Tech Mahindra Limited","28-Aug-2006","5","5","1","-"
"GMRINFRA","INE776C01039","GMR Infrastructure Limited","21-Aug-2006","1","1","1","-"
"WENDT","INE274C01019","Wendt (India) Limited","07-Aug-2006","10","10","1","-"
"EMAMILTD","INE548C01032","Emami Limited","03-Aug-2006","1","1","1","-"
"MUNJALAU","INE672B01032","Munjal Auto Industries Limited","19-Jul-2006","2","2","1","-"
"ALLCARGO","INE418H01029","Allcargo Logistics Limited","23-Jun-2006","2","2","1","-"
"PFOCUS","INE367G01038","Prime Focus Limited","20-Jun-2006","1","1","1","-"
"JKLAKSHMI","INE786A01032","JK Lakshmi Cement Limited","19-Jun-2006","5","5","1","-"
"UNITY","INE466H01028","Unity Infraprojects Limited","12-Jun-2006","2","2","1","-"
"GTNTEX","INE302H01017","GTN Textiles Limited","18-May-2006","10","10","1","-"
"PIONEEREMB","INE156C01018","Pioneer Embroideries Limited","16-May-2006","10","10","1","-"
"KAMDHENU","INE390H01012","Kamdhenu Limited","09-May-2006","10","10","1","-"
"RATNAMANI","INE703B01027","Ratnamani Metals & Tubes Limited","09-May-2006","2","2","1","-"
"SWELECTES","INE409B01013","Swelect Energy Systems Limited","09-May-2006","10","10","1","-"
"BALPHARMA","INE083D01012","Bal Pharma Limited","08-May-2006","10","10","1","-"
"LOKESHMACH","INE397H01017","Lokesh Machines Limited","05-May-2006","10","10","1","-"
"EMKAY","INE296H01011","Emkay Global Financial Services Limited","28-Apr-2006","10","10","1","-"
"RSYSTEMS","INE411H01032","R Systems International Limited","26-Apr-2006","1","1","1","-"
"GPIL","INE177H01013","Godawari Power And Ispat limited","25-Apr-2006","10","10","1","-"
"SUNTV","INE424H01027","Sun TV Network Limited","24-Apr-2006","5","5","1","-"
"ZICOM","INE871B01014","Zicom Electronic Security Systems Limited","18-Apr-2006","10","10","1","-"
"ROHITFERRO","INE248H01012","Rohit Ferro-Tech Limited","13-Apr-2006","10","10","1","-"
"KKCL","INE401H01017","Kewal Kiran Clothing Limited","13-Apr-2006","10","10","1","-"
"UTTAMSUGAR","INE786F01031","Uttam Sugar Mills Limited","10-Apr-2006","10","10","1","-"
"SGL","INE353H01010","STL Global Limited","10-Apr-2006","10","10","1","-"
"ADHUNIK","INE400H01019","Adhunik Metaliks Limited","05-Apr-2006","10","10","1","-"
"MALUPAPER","INE383H01017","Malu Paper Mills Limited","05-Apr-2006","10","10","1","-"
"GALLANTT","INE297H01019","Gallantt Metal Limited","04-Apr-2006","10","10","1","-"
"SOLARINDS","INE343H01029","Solar Industries India Limited","03-Apr-2006","2","2","1","-"
"VAKRANGEE","INE051B01021","Vakrangee Limited","03-Apr-2006","1","1","1","-"
"SANWARIA","INE890C01046","Sanwaria Consumer Limited","27-Mar-2006","1","1","1","-"
"CENTURYPLY","INE348B01021","Century Plyboards (India) Limited","23-Mar-2006","1","1","1","-"
"KEI","INE878B01027","KEI Industries Limited","23-Mar-2006","2","2","1","-"
"NITCO","INE858F01012","Nitco Limited","21-Mar-2006","10","10","1","-"
"VISASTEEL","INE286H01012","Visa Steel Limited","17-Mar-2006","10","10","1","-"
"M&MFIN","INE774D01024","Mahindra & Mahindra Financial Services Limited","17-Mar-2006","2","2","1","-"
