"Symbol","ISIN","Company","First Listing Date","Face Value","Paid Up Value","Market Lot","Industry"
"CHEMFAB","INE783X01023","Chemfab Alkalis Limited","25-Apr-2018","10","10","1","-"
"LEMONTREE","INE970X01018","Lemon Tree Hotels Limited","09-Apr-2018","10","10","1","-"
"CENTRUM","INE660C01027","Centrum Capital Limited","04-Apr-2018","1","1","1","-"
"MIDHANI","INE099Z01011","Mishra Dhatu Nigam Limited","04-Apr-2018","10","10","1","-"
"ISEC","INE763G01038","ICICI Securities Limited","04-Apr-2018","5","5","1","-"
"KARDA","INE278R01018","Karda Constructions Limited","02-Apr-2018","10","10","1","-"
"SANDHAR","INE278H01035","Sandhar Technologies Limited","02-Apr-2018","10","10","1","-"
"HAL","INE066F01012","Hindustan Aeronautics Limited","28-Mar-2018","10","10","1","-"
"BANDHANBNK","INE545U01014","Bandhan Bank Limited","27-Mar-2018","10","10","1","-"
"SUNDARMHLD","INE202Z01029","Sundaram Finance Holdings Limited","26-Mar-2018","5","5","1","-"
"BDL","INE171Z01018","Bharat Dynamics Limited","23-Mar-2018","10","10","1","-"
"HGINFRA","INE926X01010","H.G. Infra Engineering Limited","09-Mar-2018","10","10","1","-"
"GMMPFAUDLR","INE541A01023","GMM Pfaudler Limited","05-Mar-2018","2","2","1","-"
"ASTERDM","INE914M01019","Aster DM Healthcare Limited","26-Feb-2018","10","10","1","-"
"SHIVAMILLS","INE644Y01017","Shiva Mills Limited","26-Feb-2018","10","10","1","-"
"GALAXYSURF","INE600K01018","Galaxy Surfactants Limited","08-Feb-2018","10","10","1","-"
"PRAXIS","INE546Y01022","Praxis Home Retail Limited","31-Jan-2018","5","5","1","-"
"AMBER","INE371P01015","Amber Enterprises India Limited","30-Jan-2018","10","10","1","-"
"NEWGEN","INE619B01017","Newgen Software Technologies Limited","29-Jan-2018","10","10","1","-"
"APOLLO","INE713T01010","Apollo Micro Systems Limited","22-Jan-2018","10","10","1","-"
"ASTRON","INE646X01014","Astron Paper & Board Mill Limited","29-Dec-2017","10","10","1","-"
"SHIVATEX","INE705C01020","Shiva Texyarn Limited","26-Dec-2017","10","10","1","-"
"FSC","INE935Q01015","Future Supply Chain Solutions Limited","18-Dec-2017","10","10","1","-"
"SHALBY","INE597J01018","Shalby Limited","15-Dec-2017","10","10","1","-"
"DNAMEDIA","INE016M01021","Diligent Media Corporation Limited","11-Dec-2017","1","1","1","-"
"HDFCLIFE","INE795G01014","HDFC Standard Life Insurance Company Limited","17-Nov-2017","10","10","1","-"
"5PAISA","INE618L01018","5Paisa Capital Limited","16-Nov-2017","10","10","1","-"
"KHADIM","INE834I01025","Khadim India Limited","14-Nov-2017","10","10","1","-"
"IFGLEXPOR","INE133Y01011","IFGL Refractories Limited","14-Nov-2017","10","10","1","-"
"NIACL","INE470Y01017","The New India Assurance Company Limited","13-Nov-2017","5","5","1","-"
"MAHLOG","INE766P01016","Mahindra Logistics Limited","10-Nov-2017","10","10","1","-"
"RNAM","INE298J01013","Reliance Nippon Life Asset Management Limited","06-Nov-2017","10","10","1","-"
"TIINDIA","INE974X01010","Tube Investments of India Limited","02-Nov-2017","1","1","1","-"
"GICRE","INE481Y01014","General Insurance Corporation of India","25-Oct-2017","5","5","1","-"
"IEX","INE022Q01012","Indian Energy Exchange Limited","23-Oct-2017","10","10","1","-"
"MASFIN","INE348L01012","MAS Financial Services Limited","18-Oct-2017","10","10","1","-"
"TCPLPACK","INE822C01015","TCPL Packaging Limited","17-Oct-2017","10","10","1","-"
"GODREJAGRO","INE850D01014","Godrej Agrovet Limited","16-Oct-2017","10","10","1","-"
"SCAPDVR","INE224E01036","Stampede Capital Limited","10-Oct-2017","1","1","1","-"
"DIAMONDYD","INE393P01035","Prataap Snacks Limited","05-Oct-2017","5","5","1","-"
"SBILIFE","INE123W01016","SBI Life Insurance Company Limited","03-Oct-2017","10","10","1","-"
"ICICIGI","INE765G01017","ICICI Lombard General Insurance Company Limited","27-Sep-2017","10","10","1","-"
"CAPACITE","INE264T01014","Capacit'e Infraprojects Limited","25-Sep-2017","10","10","1","-"
"TIFIN","INE149A01033","TI Financial Holdings Limited","25-Sep-2017","1","1","1","-"
"RHFL","INE217K01011","Reliance Home Finance Limited","22-Sep-2017","10","10","1","-"
"LASA","INE670X01014","Lasa Supergenerics Limited","21-Sep-2017","10","10","1","-"
"MATRIMONY","INE866R01028","Matrimony.Com Limited","21-Sep-2017","5","5","1","-"
"DCAL","INE385W01011","Dishman Carbogen Amcis Limited","21-Sep-2017","2","2","1","-"
"BRNL","INE727S01012","Bharat Road Network Limited","18-Sep-2017","10","10","1","-"
"DIXON","INE935N01012","Dixon Technologies (India) Limited","18-Sep-2017","10","10","1","-"
"APEX","INE346W01013","Apex Frozen Foods Limited","04-Sep-2017","10","10","1","-"
"ABCAPITAL","INE674K01013","Aditya Birla Capital Limited","01-Sep-2017","10","10","1","-"
"SMSLIFE","INE320X01016","SMS Lifesciences India Limited","17-Aug-2017","10","10","1","-"
"COCHINSHIP","INE704P01017","Cochin Shipyard Limited","11-Aug-2017","10","10","1","-"
"SIS","INE285J01010","Security and Intelligence Services (India) Limited","10-Aug-2017","10","10","1","-"
"SPTL","INE501W01021","Sintex Plastics Technology Limited","08-Aug-2017","1","1","1","-"
"OPTIEMUS","INE350C01017","Optiemus Infracom Limited","08-Aug-2017","10","10","1","-"
"FORTUNEFIN","INE924D01017","Fortune Financial Services (India) Limited","02-Aug-2017","10","10","1","-"
"AVADHSUGAR","INE349W01017","Avadh Sugar & Energy Limited","28-Jul-2017","10","10","1","-"
"GANGESSECU","INE335W01016","Ganges Securities Limited","28-Jul-2017","10","10","1","-"
"PALASHSECU","INE471W01019","Palash Securities Limited","28-Jul-2017","10","10","1","-"
"MAGADSUGAR","INE347W01011","Magadh Sugar & Energy Limited","28-Jul-2017","10","10","1","-"
"SALASAR","INE170V01019","Salasar Techno Engineering Limited","25-Jul-2017","10","10","1","-"
"AGLSL","INE517U01013","Artemis Global Life Sciences Limited","20-Jul-2017","2","2","1","-"
"BHAGYAPROP","INE363W01018","Bhagyanagar Properties Limited","20-Jul-2017","2","2","1","-"
"STEELXIND","INE503B01013","STEEL EXCHANGE INDIA LIMITED","20-Jul-2017","10","10","1","-"
"DYNPRO","INE256H01015","Dynemic Products Limited","19-Jul-2017","10","10","1","-"
"AUBANK","INE949L01017","AU Small Finance Bank Limited","10-Jul-2017","10","10","1","-"
"GTPL","INE869I01013","GTPL Hathway Limited","04-Jul-2017","10","10","1","-"
"CDSL","INE736A01011","Central Depository Services (India) Limited","30-Jun-2017","10","10","1","-"
"ERIS","INE406M01024","Eris Lifesciences Limited","29-Jun-2017","1","1","1","-"
"TEJASNET","INE010J01012","Tejas Networks Limited","27-Jun-2017","10","10","1","-"
"STARCEMENT","INE460H01021","Star Cement Limited","16-Jun-2017","1","1","1","-"
"PSPPROJECT","INE488V01015","PSP Projects Limited","29-May-2017","10","10","1","-"
"HUDCO","INE031A01017","Housing & Urban Development Corporation Limited","19-May-2017","10","10","1","-"
"BHAGYANGR","INE458B01036","Bhagyanagar India Limited","17-May-2017","2","2","1","-"
"SCHAND","INE807K01035","S Chand And Company Limited","09-May-2017","5","5","1","-"
"DOLLAR","INE325C01035","Dollar Industries Limited","21-Apr-2017","2","2","1","-"
"WIPL","INE215F01023","The Western India Plywoods Limited","17-Apr-2017","10","10","1","-"
"PODDARHOUS","INE888B01018","Poddar Housing and Development Limited","10-Apr-2017","10","10","1","-"
"APCL","INE071F01012","Anjani Portland Cement Limited","10-Apr-2017","10","10","1","-"
"NACLIND","INE295D01020","NACL Industries Limited","07-Apr-2017","1","1","1","-"
"SHANKARA","INE274V01019","Shankara Building Products Limited","05-Apr-2017","10","10","1","-"
"NRAIL","INE740D01017","N R Agarwal Industries Limited","05-Apr-2017","10","10","1","-"
"CLEDUCATE","INE201M01011","CL Educate Limited","31-Mar-2017","10","10","1","-"
"AKSHARCHEM","INE542B01011","AksharChem India Limited","28-Mar-2017","10","10","1","-"
"URJA","INE550C01020","Urja Global Limited","28-Mar-2017","1","1","1","-"
"ARIHANTSUP","INE643K01018","Arihant Superstructures Limited","28-Mar-2017","10","10","1","-"
"INTENTECH","INE781A01025","Intense Technologies Limited","23-Mar-2017","2","2","1","-"
"TASTYBITE","INE488B01017","Tasty Bite Eatables Limited","23-Mar-2017","10","10","1","-"
"DMART","INE192R01011","Avenue Supermarts Limited","21-Mar-2017","10","10","1","-"
"RADIOCITY","INE919I01016","Music Broadcast Limited","17-Mar-2017","10","10","1","-"
"JITFINFRA","INE863T01013","JITF Infralogistics Limited","27-Feb-2017","2","2","1","-"
"KALYANI","INE610E01010","Kalyani Commercials Limited","13-Feb-2017","10","10","1","-"
"PRICOLLTD","INE726V01018","Pricol Limited","10-Feb-2017","1","1","1","-"
"BSE","INE118H01025","BSE Limited","03-Feb-2017","2","2","1","-"
"BHANDARI","INE474E01029","Bhandari Hosiery Exports Limited","30-Jan-2017","1","1","1","-"
"CAPTRUST","INE707C01018","Capital Trust Limited","16-Jan-2017","10","10","1","-"
"HISARMETAL","INE598C01011","Hisar Metal Industries Limited","05-Jan-2017","10","10","1","-"
"ITDC","INE353K01014","India Tourism Development Corporation Limited","30-Dec-2016","10","10","1","-"
"TERASOFT","INE482B01010","Tera Software Limited","29-Dec-2016","10","10","1","-"
"DFMFOODS","INE456C01012","DFM Foods Limited","29-Dec-2016","10","10","1","-"
"LAURUSLABS","INE947Q01010","Laurus Labs Limited","19-Dec-2016","10","10","1","-"
"TCIEXP","INE586V01016","TCI Express Limited","15-Dec-2016","2","2","1","-"
"TMRVL","INE759V01019","The Mandhana Retail Ventures Limited","14-Dec-2016","10","10","1","-"
"SFL","INE916U01025","Sheela Foam Limited","09-Dec-2016","5","5","1","-"
"KIOCL","INE880L01014","KIOCL Limited","29-Nov-2016","10","10","1","-"
"CMICABLES","INE981B01011","CMI Limited","29-Nov-2016","10","10","1","-"
"HIGHGROUND","INE361M01021","High Ground Enterprise Limited","24-Nov-2016","1","1","1","-"
"NBIFIN","INE365I01020","N. B. I. Industrial Finance Company Limited","23-Nov-2016","5","5","1","-"
"SANCO","INE782L01012","Sanco Industries Limited","22-Nov-2016","10","10","1","-"
"PODDARMENT","INE371C01013","Poddar Pigments Limited","22-Nov-2016","10","10","1","-"
"ROLLT","INE927A01040","Rollatainers Limited","22-Nov-2016","1","1","1","-"
"KINGFA","INE473D01015","Kingfa Science & Technology (India) Limited","15-Nov-2016","10","10","1","-"
"VBL","INE200M01013","Varun Beverages Limited","08-Nov-2016","10","10","1","-"
"PNBHOUSING","INE572E01012","PNB Housing Finance Limited","07-Nov-2016","10","10","1","-"
"MAZDA","INE885E01034","Mazda Limited","01-Nov-2016","10","10","1","-"
"NIRAJISPAT","INE326T01011","Niraj Ispat Industries Limited","27-Oct-2016","10","10","1","-"
"ENDURANCE","INE913H01037","Endurance Technologies Limited","19-Oct-2016","10","10","1","-"
"HPL","INE495S01016","HPL Electric & Power Limited","04-Oct-2016","10","10","1","-"
"ICICIPRULI","INE726G01019","ICICI Prudential Life Insurance Company Limited","29-Sep-2016","10","10","1","-"
"MARATHON","INE182D01020","Marathon Nextgen Realty Limited","29-Sep-2016","5","5","1","-"
"GNA","INE934S01014","GNA Axles Limited","26-Sep-2016","10","10","1","-"
"LTTS","INE010V01017","L&T Technology Services Limited","23-Sep-2016","2","2","1","-"
"CUPID","INE509F01011","Cupid Limited","16-Sep-2016","10","10","1","-"
"SABEVENTS","INE860T01019","Sab Events & Governance Now Media Limited","15-Sep-2016","10","10","1","-"
"TVVISION","INE871L01013","TV Vision Limited","15-Sep-2016","10","10","1","-"
"BIGBLOC","INE412U01017","Bigbloc Construction Limited","02-Sep-2016","10","10","1","-"
"RBLBANK","INE976G01028","RBL Bank Limited","31-Aug-2016","10","10","1","-"
"FRETAIL","INE752P01024","Future Retail Limited","29-Aug-2016","2","2","1","-"
"NDGL","INE756C01015","Naga Dhunseri Group Limited","29-Aug-2016","10","10","1","-"
"SPAL","INE212I01016","S. P. Apparels Limited","12-Aug-2016","10","10","1","-"
"DBL","INE917M01012","Dilip Buildcon Limited","11-Aug-2016","10","10","1","-"
"MINDTECK","INE110B01017","Mindteck (India) Limited","02-Aug-2016","10","10","1","-"
"ADVENZYMES","INE837H01020","Advanced Enzyme Technologies Limited","01-Aug-2016","2","2","1","-"
"STAMPEDE","INE224E01028","Stampede Capital Limited","25-Jul-2016","1","1","1","-"
"LTI","INE214T01019","Larsen & Toubro Infotech Limited","21-Jul-2016","1","1","1","-"
"SOMICONVEY","INE323J01019","Somi Conveyor Beltings Limited","18-Jul-2016","10","10","1","-"
"LSIL","INE093R01011","Lloyds Steels Industries Limited","18-Jul-2016","1","1","1","-"
"GROBTEA","INE646C01018","The Grob Tea Company Limited","14-Jul-2016","10","10","1","-"
"MAXINDIA","INE153U01017","Max India Limited","14-Jul-2016","2","2","1","-"
"DIGJAMLTD","INE731U01010","Digjam Limited","13-Jul-2016","10","10","1","-"
"QUESS","INE615P01015","Quess Corp Limited","12-Jul-2016","10","10","1","-"
"VIJIFIN","INE159N01027","Viji Finance Limited","11-Jul-2016","1","1","1","-"
"GPTINFRA","INE390G01014","GPT Infraprojects Limited","11-Jul-2016","10","10","1","-"
"MOLDTECH","INE835B01035","Mold-Tek Technologies Limited","07-Jul-2016","2","2","1","-"
"COMPINFO","INE070C01037","Compuage Infocom Limited","07-Jul-2016","2","2","1","-"
"POKARNA","INE637C01025","Pokarna Limited","07-Jul-2016","2","2","1","-"
"DAMODARIND","INE497D01014","Damodar Industries Limited","04-Jul-2016","10","10","1","-"
"SETCO","INE878E01021","Setco Automotive Limited","01-Jul-2016","2","2","1","-"
"MGL","INE002S01010","Mahanagar Gas Limited","01-Jul-2016","10","10","1","-"
"MAHASTEEL","INE451L01014","Mahamaya Steel Industries Limited","01-Jul-2016","10","10","1","-"
"ADHUNIKIND","INE452L01012","Adhunik Industries Limited","01-Jul-2016","10","10","1","-"
"UVSL","INE292A01023","Uttam Value Steels Limited","24-Jun-2016","1","1","1","-"
"CONTROLPR","INE663B01015","Control Print Limited","24-Jun-2016","10","10","1","-"
"MAXVIL","INE154U01015","Max Ventures and Industries Limited","22-Jun-2016","10","10","1","-"
"PREMEXPLN","INE863B01011","Premier Explosives Limited","17-Jun-2016","10","10","1","-"
"SALONA","INE498E01010","Salona Cotspin Limited","16-Jun-2016","10","10","1","-"
"PINCON","INE675G01018","Pincon Spirit Limited","15-Jun-2016","10","10","1","-"
"NAGAFERT","INE454M01024","Nagarjuna Fertilizers and Chemicals Limited","15-Jun-2016","1","1","1","-"
"ABMINTLTD","INE251C01017","ABM International Limited","14-Jun-2016","10","10","1","-"
"ALBERTDAVD","INE155C01010","Albert David Limited","14-Jun-2016","10","10","1","-"
"ARMANFIN","INE109C01017","Arman Financial Services Limited","14-Jun-2016","10","10","1","-"
"ASPINWALL","INE991I01015","Aspinwall and Company Limited","14-Jun-2016","10","10","1","-"
"BLS","INE153T01027","BLS International Services Limited","14-Jun-2016","1","1","1","-"
"SHRIPISTON","INE526E01018","Shriram Pistons & Rings Limited","02-Jun-2016","10","10","1","-"
"PARAGMILK","INE883N01014","Parag Milk Foods Limited","19-May-2016","10","10","1","-"
"CROMPTON","INE299U01018","Crompton Greaves Consumer Electricals Limited","13-May-2016","2","2","1","-"
"UJJIVAN","INE334L01012","Ujjivan Financial Services Limited","10-May-2016","10","10","1","-"
"THYROCARE","INE594H01019","Thyrocare Technologies Limited","09-May-2016","10","10","1","-"
"PALREDTEC","INE218G01033","Palred Technologies Limited","09-May-2016","10","10","1","-"
"EQUITAS","INE988K01017","Equitas Holdings Limited","21-Apr-2016","10","10","1","-"
"INFIBEAM","INE483S01020","Infibeam Incorporation Limited","04-Apr-2016","1","1","1","-"
"BHARATWIRE","INE316L01019","Bharat Wire Ropes Limited","01-Apr-2016","10","10","1","-"
"PDMJEPAPER","INE865T01018","Pudumjee Paper Products Limited","30-Mar-2016","1","1","1","-"
"HCG","INE075I01017","Healthcare Global Enterprises Limited","30-Mar-2016","10","10","1","-"
"KDDL","INE291D01011","KDDL Limited","23-Mar-2016","10","10","1","-"
"SIMBHALS","INE748T01016","Simbhaoli Sugars Limited","14-Mar-2016","10","10","1","-"
"GOKULAGRO","INE314T01025","Gokul Agro Resources Limited","11-Mar-2016","2","2","1","-"
"SEQUENT","INE807F01027","Sequent Scientific Limited","10-Mar-2016","2","2","1","-"
"BHAGERIA","INE354C01027","Bhageria Industries Limited","02-Mar-2016","5","5","1","-"
"VIDHIING","INE632C01026","Vidhi Specialty Food Ingredients Limited","02-Mar-2016","1","1","1","-"
"NECCLTD","INE553C01016","North Eastern Carrying Corporation Limited","02-Mar-2016","10","10","1","-"
"KELLTONTEC","INE164B01022","Kellton Tech Solutions Limited","02-Mar-2016","5","5","1","-"
"QUICKHEAL","INE306L01010","Quick Heal Technologies Limited","18-Feb-2016","10","10","1","-"
"TEAMLEASE","INE985S01024","Teamlease Services Limited","12-Feb-2016","10","10","1","-"
"PRECAM","INE484I01029","Precision Camshafts Limited","08-Feb-2016","10","10","1","-"
"JSLHISAR","INE455T01018","Jindal Stainless (Hisar) Limited","28-Jan-2016","2","2","1","-"
"OCCL","INE321D01016","Oriental Carbon & Chemicals Limited","27-Jan-2016","10","10","1","-"
"NH","INE410P01011","Narayana Hrudayalaya Ltd.","06-Jan-2016","10","10","1","-"
"ALKEM","INE540L01014","Alkem Laboratories Limited","23-Dec-2015","2","2","1","-"
"LALPATHLAB","INE600L01024","Dr. Lal Path Labs Ltd.","23-Dec-2015","10","10","1","-"
"LINCOLN","INE405C01035","Lincoln Pharmaceuticals Limited","17-Dec-2015","10","10","1","-"
"KRIDHANINF","INE524L01026","Kridhan Infra Limited","11-Dec-2015","2","2","1","-"
"PILANIINVS","INE417C01014","Pilani Investment and Industries Corporation Limited","08-Dec-2015","10","10","1","-"
"TTKHLTCARE","INE910C01018","TTK Healthcare Limited","02-Dec-2015","10","10","1","-"
"UMANGDAIRY","INE864B01027","Umang Dairies Limited","02-Dec-2015","5","5","1","-"
"SALZERELEC","INE457F01013","Salzer Electronics Limited","02-Dec-2015","10","10","1","-"
"AIFL","INE428O01016","Ashapura Intimates Fashion Limited","02-Dec-2015","10","10","1","-"
"BALAXI","INE618N01014","Balaxi Ventures Limited","30-Nov-2015","10","10","1","-"
"LUXIND","INE150G01020","Lux Industries Limited","30-Nov-2015","2","2","1","-"
"SHK","INE500L01026","S H Kelkar and Company Limited","16-Nov-2015","10","10","1","-"
"INDIGO","INE646L01027","InterGlobe Aviation Limited","10-Nov-2015","10","10","1","-"
"IDFCBANK","INE092T01019","IDFC Bank Limited","06-Nov-2015","10","10","1","-"
"COFFEEDAY","INE335K01011","Coffee Day Enterprises Limited","02-Nov-2015","10","10","1","-"
"PRABHAT","INE302M01033","Prabhat Dairy Limited","21-Sep-2015","10","10","1","-"
"SADBHIN","INE764L01010","Sadbhav Infrastructure Project Limited","16-Sep-2015","10","10","1","-"
"GUJGASLTD","INE844O01022","Gujarat Gas Limited","15-Sep-2015","10","10","1","-"
"SHREEPUSHK","INE712K01011","Shree Pushkar Chemicals & Fertilisers Limited","10-Sep-2015","10","10","1","-"
"PENPEBS","INE455O01019","Pennar Engineered Building Systems Limited","10-Sep-2015","10","10","1","-"
"NAVKARCORP","INE278M01019","Navkar Corporation Limited","09-Sep-2015","10","10","1","-"
"SHARDAMOTR","INE597I01010","Sharda Motor Industries Limited","03-Sep-2015","10","10","1","-"
"POWERMECH","INE211R01019","Power Mech Projects Limited","26-Aug-2015","10","10","1","-"
"ARVSMART","INE034S01021","Arvind SmartSpaces Limited","26-Aug-2015","10","10","1","-"
"SATIN","INE836B01017","Satin Creditcare Network Limited","26-Aug-2015","10","10","1","-"
"MUTHOOTCAP","INE296G01013","Muthoot Capital Services Limited","24-Aug-2015","10","10","1","-"
"ORTINLABSS","INE749B01012","Ortin Laboratories Limited","21-Aug-2015","10","10","1","-"
"PKTEA","INE431F01018","The Peria Karamalai Tea & Produce Company Limited","19-Aug-2015","10","10","1","-"
"MAJESCO","INE898S01029","Majesco Limited","19-Aug-2015","5","5","1","-"
"RAMASTEEL","INE230R01027","Rama Steel Tubes Limited","19-Aug-2015","5","5","1","-"
"KAYA","INE587G01015","Kaya Limited","14-Aug-2015","10","10","1","-"
"AYMSYNTEX","INE193B01039","AYM Syntex Limited","14-Aug-2015","10","10","1","-"
"SYNGENE","INE398R01022","Syngene International Limited","11-Aug-2015","10","10","1","-"
"ADANITRANS","INE931S01010","Adani Transmission Limited","31-Jul-2015","10","10","1","-"
"BALKRISHNA","INE875R01011","Balkrishna Paper Mills Limited","28-Jul-2015","10","10","1","-"
"SHYAMCENT","INE979R01011","Shyam Century Ferrous Limited","28-Jul-2015","1","1","1","-"
"ORICONENT","INE730A01022","Oricon Enterprises Limited","24-Jul-2015","2","2","1","-"
"MANPASAND","INE122R01018","Manpasand Beverages Limited","09-Jul-2015","10","10","1","-"
"ALANKIT","INE914E01040","Alankit Limited","30-Jun-2015","1","1","1","-"
"SKIPPER","INE439E01022","Skipper Limited","27-May-2015","1","1","1","-"
"PNCINFRA","INE195J01029","PNC Infratech Limited","26-May-2015","2","2","1","-"
"NILAINFRA","INE937C01029","Nila Infrastructures Limited","21-May-2015","1","1","1","-"
"ARROWGREEN","INE570D01018","Arrow Greentech Limited","21-May-2015","10","10","1","-"
"TPLPLASTEH","INE413G01014","TPL Plastech Limited","20-May-2015","10","10","1","-"
"UFO","INE527H01019","UFO Moviez India Limited","14-May-2015","10","10","1","-"
"LYCOS","INE425B01027","Lycos Internet Limited","08-May-2015","2","2","1","-"
"FAIRCHEM","INE959A01019","Fairchem Speciality Limited","08-May-2015","10","10","1","-"
"MEP","INE776I01010","MEP Infrastructure Developers Limited","06-May-2015","10","10","1","-"
"VRLLOG","INE366I01010","VRL Logistics Limited","30-Apr-2015","10","10","1","-"
"VETO","INE918N01018","Veto Switchgears And Cables Limited","29-Apr-2015","10","10","1","-"
"VIPULLTD","INE946H01037","Vipul Limited","23-Apr-2015","1","1","1","-"
"LFIC","INE850E01012","Lakshmi Finance & Industrial Corporation Limited","15-Apr-2015","10","10","1","-"
"AVANTIFEED","INE871C01020","Avanti Feeds Limited","15-Apr-2015","2","2","1","-"
"BYKE","INE319B01014","The Byke Hospitality Ltd","15-Apr-2015","10","10","1","-"
"INOXWIND","INE066P01011","Inox Wind Limited","09-Apr-2015","10","10","1","-"
"ADLABS","INE172N01012","Adlabs Entertainment Limited","06-Apr-2015","10","10","1","-"
"ZENTEC","INE251B01027","Zen Technologies Limited","30-Mar-2015","1","1","1","-"
"MANAKSTEEL","INE824Q01011","Manaksia Steels Limited","30-Mar-2015","1","1","1","-"
"MANAKCOAT","INE830Q01018","Manaksia Coated Metals & Industries Limited","30-Mar-2015","1","1","1","-"
"MANAKALUCO","INE859Q01017","Manaksia Aluminium Company Limited","30-Mar-2015","1","1","1","-"
"BKMINDST","INE831Q01016","Bkm Industries Limited","30-Mar-2015","1","1","1","-"
"ORTEL","INE849L01019","Ortel Communications Limited","19-Mar-2015","10","10","1","-"
"JMA","INE412C01015","Jullundur Motor Agency (Delhi) Limited","16-Mar-2015","10","10","1","-"
"HESTERBIO","INE782E01017","Hester Biosciences Limited","13-Mar-2015","10","10","1","-"
"SIGNET","INE529F01027","Signet Industries Limited","13-Mar-2015","1","1","1","-"
"LINCPEN","INE802B01019","Linc Pen & Plastics Limited","09-Mar-2015","10","10","1","-"
"MENONBE","INE071D01033","Menon Bearings Limited","09-Mar-2015","1","1","1","-"
"GANECOS","INE845D01014","Ganesha Ecosphere Limited","09-Mar-2015","10","10","1","-"
"VISHNU","INE270I01014","Vishnu Chemicals Limited","05-Mar-2015","10","10","1","-"
"GREENLAM","INE544R01013","Greenlam Industries Limited","02-Mar-2015","5","5","1","-"
"MOLDTKPAC","INE893J01029","Mold-Tek Packaging Limited","23-Feb-2015","5","5","1","-"
"GENUSPAPER","INE949P01018","Genus Paper & Boards Limited","16-Feb-2015","1","1","1","-"
"GRPLTD","INE137I01015","GRP Limited","12-Feb-2015","10","10","1","-"
"LAMBODHARA","INE112F01022","Lambodhara Textiles Limited","04-Feb-2015","5","5","1","-"
"CCHHL","INE652F01027","Country Club Hospitality & Holidays Limited","03-Feb-2015","2","2","1","-"
"SHAKTIPUMP","INE908D01010","Shakti Pumps (India) Limited","29-Jan-2015","10","10","1","-"
"GULPOLY","INE255D01024","Gulshan Polyols Limited","28-Jan-2015","1","1","1","-"
"APOLSINHOT","INE451F01016","Apollo Sindoori Hotels Limited","28-Jan-2015","10","10","1","-"
"UNITEDTEA","INE458F01011","The United Nilgiri Tea Estates Company Limited","28-Jan-2015","10","10","1","-"
"DTIL","INE341R01014","Dhunseri Tea & Industries Limited","20-Jan-2015","10","10","1","-"
"CAMLINFINE","INE052I01032","Camlin Fine Sciences Limited","20-Jan-2015","1","1","1","-"
"FCL","INE045J01026","Fineotex Chemical Limited","15-Jan-2015","2","2","1","-"
"BEARDSELL","INE520H01022","Beardsell Limited","13-Jan-2015","2","2","1","-"
"GOODLUCK","INE127I01024","Goodluck India Limited","08-Jan-2015","2","2","1","-"
"AMRUTANJAN","INE098F01031","Amrutanjan Health Care Limited","02-Jan-2015","1","1","1","-"
"MONTECARLO","INE950M01013","Monte Carlo Fashions Limited","19-Dec-2014","10","10","1","-"
"INTELLECT","INE306R01017","Intellect Design Arena Limited","18-Dec-2014","5","5","1","-"
"MANAPPURAM","INE522D01027","Manappuram Finance Limited","01-Dec-2014","2","2","1","-"
"PDSMFL","INE111Q01013","PDS Multinational Fashions Limited","21-Oct-2014","10","10","1","-"
"MINDACORP","INE842C01021","Minda Corporation Limited","16-Oct-2014","2","2","1","-"
"CIGNITITEC","INE675C01017","Cigniti Technologies Limited","13-Oct-2014","10","10","1","-"
"SHEMAROO","INE363M01019","Shemaroo Entertainment Limited","01-Oct-2014","10","10","1","-"
"SUPERHOUSE","INE712B01010","Superhouse Limited","26-Sep-2014","10","10","1","-"
"SHARDACROP","INE221J01015","Sharda Cropchem Limited","23-Sep-2014","10","10","1","-"
"SNOWMAN","INE734N01019","Snowman Logistics Limited","12-Sep-2014","10","10","1","-"
"GULFOILLUB","INE635Q01029","Gulf Oil Lubricants India Limited","31-Jul-2014","2","2","1","-"
"GOCLCORP","INE077F01035","GOCL Corporation Limited","26-Jun-2014","2","2","1","-"
"CAPLIPOINT","INE475E01026","Caplin Point Laboratories Limited","23-Jun-2014","2","2","1","-"
"HATSUN","INE473B01035","Hatsun Agro Product Limited","20-Jun-2014","1","1","1","-"
"AGARIND","INE204E01012","Agarwal Industrial Corporation Limited","26-May-2014","10","10","1","-"
"WONDERLA","INE066O01014","Wonderla Holidays Limited","09-May-2014","10","10","1","-"
"BUTTERFLY","INE295F01017","Butterfly Gandhimathi Appliances Limited","28-Apr-2014","10","10","1","-"
"ARCOTECH","INE574I01035","Arcotech Limited","16-Apr-2014","2","2","1","-"
"SDBL","INE480C01012","Som Distilleries & Breweries Limited","18-Mar-2014","10","10","1","-"
"CASTROLIND","INE172A01027","Castrol India Limited","14-Mar-2014","5","5","1","-"
"8KMILES","INE650K01021","8K Miles Software Services Limited","29-Jan-2014","5","5","1","-"
"NATHBIOGEN","INE448G01010","Nath Bio-Genes (India) Limited","28-Jan-2014","10","10","1","-"
"AGRITECH","INE449G01018","Agri-Tech (India) Limited","28-Jan-2014","10","10","1","-"
"SREEL","INE099F01013","Sreeleathers Limited","01-Jan-2014","10","10","1","-"
"CNOVAPETRO","INE672K01025","CIL Nova Petrochemicals Limited","01-Jan-2014","10","10","1","-"
